run_name,run_dir,mat_file,cfg_name,freq_mode,time_mode,useFW,nfeatures,feature_idx,final_train_loss,complex_nrse,complex_mae,mean_abs_dphi,mag_mae
TE14_TAUEPS14__tau_3em02__eps_1em05_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE14_TAUEPS14__tau_3em02__eps_1em05_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE14_TAUEPS14__tau_3em02__eps_1em05_F16_seed0/TE14_TAUEPS14__tau_3em02__eps_1em05_F16_seed0_final.mat,TAUEPS14__tau_3em02__eps_1em05,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.048826701939106,0.002422313,6.667677e-05,0.001322147,5.37879e-05
TE01_TAUEPS01__tau_1em03__eps_1em06_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE01_TAUEPS01__tau_1em03__eps_1em06_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE01_TAUEPS01__tau_1em03__eps_1em06_F16_seed0/TE01_TAUEPS01__tau_1em03__eps_1em06_F16_seed0_final.mat,TAUEPS01__tau_1em03__eps_1em06,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.0423181541264057,0.002508694,6.822139e-05,0.001534718,4.83344e-05
TE08_TAUEPS08__tau_3em03__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE08_TAUEPS08__tau_3em03__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE08_TAUEPS08__tau_3em03__eps_1em03_F16_seed0/TE08_TAUEPS08__tau_3em03__eps_1em03_F16_seed0_final.mat,TAUEPS08__tau_3em03__eps_1em03,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.712658226490021,0.002575777,6.852177e-05,0.001888324,4.190406e-05
TE19_TAUEPS19__tau_1em01__eps_1em04_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE19_TAUEPS19__tau_1em01__eps_1em04_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE19_TAUEPS19__tau_1em01__eps_1em04_F16_seed0/TE19_TAUEPS19__tau_1em01__eps_1em04_F16_seed0_final.mat,TAUEPS19__tau_1em01__eps_1em04,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.0280659291893244,0.002634322,7.339057e-05,0.002399761,3.448288e-05
TE20_TAUEPS20__tau_1em01__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE20_TAUEPS20__tau_1em01__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE20_TAUEPS20__tau_1em01__eps_1em03_F16_seed0/TE20_TAUEPS20__tau_1em01__eps_1em03_F16_seed0_final.mat,TAUEPS20__tau_1em01__eps_1em03,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.113293029367924,0.002785153,7.663337e-05,0.002104207,4.822787e-05
TE07_TAUEPS07__tau_3em03__eps_1em04_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE07_TAUEPS07__tau_3em03__eps_1em04_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE07_TAUEPS07__tau_3em03__eps_1em04_F16_seed0/TE07_TAUEPS07__tau_3em03__eps_1em04_F16_seed0_final.mat,TAUEPS07__tau_3em03__eps_1em04,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.347993910312653,0.002862006,7.737934e-05,0.002447834,3.47398e-05
TE13_TAUEPS13__tau_3em02__eps_1em06_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE13_TAUEPS13__tau_3em02__eps_1em06_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE13_TAUEPS13__tau_3em02__eps_1em06_F16_seed0/TE13_TAUEPS13__tau_3em02__eps_1em06_F16_seed0_final.mat,TAUEPS13__tau_3em02__eps_1em06,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.0154148759320378,0.003365718,9.748383e-05,0.001760682,8.281929e-05
TE15_TAUEPS15__tau_3em02__eps_1em04_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE15_TAUEPS15__tau_3em02__eps_1em04_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE15_TAUEPS15__tau_3em02__eps_1em04_F16_seed0/TE15_TAUEPS15__tau_3em02__eps_1em04_F16_seed0_final.mat,TAUEPS15__tau_3em02__eps_1em04,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.156953781843185,0.00343317,0.0001004144,0.002547401,7.119621e-05
TE12_TAUEPS12__tau_1em02__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE12_TAUEPS12__tau_1em02__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE12_TAUEPS12__tau_1em02__eps_1em03_F16_seed0/TE12_TAUEPS12__tau_1em02__eps_1em03_F16_seed0_final.mat,TAUEPS12__tau_1em02__eps_1em03,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.677218496799469,0.003665356,9.842772e-05,0.002459208,6.644063e-05
TE16_TAUEPS16__tau_3em02__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE16_TAUEPS16__tau_3em02__eps_1em03_F16_seed0,MIMOSA_tauEpsAbl_fullLoss_v1/TE16_TAUEPS16__tau_3em02__eps_1em03_F16_seed0/TE16_TAUEPS16__tau_3em02__eps_1em03_F16_seed0_final.mat,TAUEPS16__tau_3em02__eps_1em03,,,NaN,16,[1 2 3 4 5 6 7 8 9 10 11 16 17 18 19 20],0.47545850276947,0.00545784,0.0001496414,0.003314159,0.0001150201
